Drugbank_ID,Uniprot_id
DB00241,P31644
DB00241,O14764
DB00241,P78334
DB00241,Q16445
DB00241,P18505
DB00241,P47870
DB00241,P48169
DB00241,Q9UN88
DB00241,O00591
DB00241,P34903
DB00241,P14867
DB00241,P28472
DB00241,Q99928
DB00241,P47869
DB00241,P43681
DB00241,Q13002
DB00241,Q8N1C3
DB00241,P42262
DB00241,P36544
DB00241,P18507
DB00242,P09884
DB00242,P00491
DB00242,P56282
DB00242,P31350
DB00242,Q07864
DB00242,Q7LG56
DB00242,Q9NRF9
DB00242,P23921
DB00242,Q9NR33
DB00243,Q13698
DB00243,Q9UQD0
DB00243,Q01118
DB00243,Q14524
DB00243,P35499
DB00243,Q9NY46
DB00243,P54284
DB00243,Q99250
DB00243,Q13936
DB00243,P35498
DB00243,Q08289
DB00243,Q02641
DB00243,Q9UI33
DB00243,Q9Y5Y9
DB00243,P63252
DB00243,P48050
DB00243,P08588
DB00243,O60939
DB00243,O60840
DB00243,Q01668
DB00243,P35348
DB00243,Q9UNX9
DB00243,Q9NY72
DB00243,Q07699
DB00243,Q8IWT1
DB00243,P35368
DB00243,P25100
DB00243,Q14500
DB00243,O00305
DB00243,Q15858
DB00244,P37231
DB00244,P23219
DB00244,P35228
DB00244,O15111
DB00244,O14920
DB00244,P35354
DB00244,P09917
DB00245,P23975
DB00245,P35367
DB00245,Q01959
DB00245,P11229
DB00245,P31645
DB00246,P28222
DB00246,P47898
DB00246,P08908
DB00246,P08172
DB00246,P35367
DB00246,P35348
DB00246,P21918
DB00246,P34969
DB00246,P28566
DB00246,P21917
DB00246,P21728
DB00246,P35462
DB00246,A5X5Y0
DB00246,P11229
DB00246,P28335
DB00246,Q70Z44
DB00246,Q8WXA8
DB00246,P18089
DB00246,O95264
DB00246,P46098
DB00246,P14416
DB00246,P08173
DB00246,P50406
DB00246,P08912
DB00246,P08913
DB00246,P35368
DB00246,P18825
DB00246,P20309
DB00246,P28223
DB00246,P28221
DB00247,P30939
DB00247,P34969
DB00247,P28335
DB00247,P41595
DB00247,P08908
DB00247,P28223
DB00247,P28566
DB00247,P28222
DB00248,P14416
DB00248,P21918
DB00248,P21917
DB00248,P28223
DB00248,P35462
DB00248,P28335
DB00248,P41595
DB00248,P21728
DB00248,P35368
DB00248,P34969
DB00248,P28221
DB00248,P08913
DB00248,P18825
DB00248,P28222
DB00248,P25100
DB00248,P08588
DB00248,P35348
DB00248,P08908
DB00248,P18089
DB00248,P07550
DB00252,Q12809
DB00252,O75469
DB00252,Q99250
DB00252,Q9NY46
DB00252,Q14524
DB00252,Q9UQD0
DB00252,Q07699
DB00252,P47869
DB00252,P31644
DB00252,P54284
DB00252,P78334
DB00252,Q02641
DB00252,Q13698
DB00252,O60840
DB00252,Q01668
DB00252,O14764
DB00252,O00305
DB00252,P28472
DB00252,O00591
DB00252,P47870
DB00252,P14867
DB00252,P34903
DB00252,P18505
DB00252,P48169
DB00252,Q16445
DB00252,Q13936
DB00252,O00555
DB00252,Q08289
DB00252,P18507
DB00252,P35498
DB00252,Q9UN88
DB00252,Q99928
DB00252,Q8N1C3
DB00253,P04150
DB00255,P10275
DB00255,O75469
DB00255,Q92731
DB00255,O95718
DB00255,P11474
DB00255,Q15596
DB00255,P04278
DB00255,P03372
DB00255,P62508
DB00257,O15554
DB00257,O75469
DB00257,Q8TDS4
DB00261,Q14432
DB00262,P00390
DB00264,P13945
DB00264,P07550
DB00264,P08588
DB00266,Q9BQB6
DB00266,Q08257
DB00266,P15559
DB00268,P35348
DB00268,P21917
DB00268,P14416
DB00268,P35462
DB00268,P08913
DB00268,P35368
DB00268,P18825
DB00268,P25100
DB00268,P18089
DB00269,P03372
DB00270,Q9NY47
DB00270,Q08289
DB00270,Q01668
DB00270,Q13698
DB00270,Q13936
DB00270,O95180
DB00270,P54289
DB00272,P25021
DB00273,Q02641
DB00273,Q16478
DB00273,Q01668
DB00273,Q13936
DB00273,Q9UQD0
DB00273,Q01118
