Uniprot_id,Family,KEGG,ChEMBL,GtoPdb,score
P35368,GPCR,1,1,1,3
P35372,GPCR,1,1,1,3
P35398,NR,1,1,1,3
P35408,GPCR,1,1,1,3
P35462,GPCR,1,1,1,3
P35498,IC,1,1,1,3
P35499,IC,1,1,1,3
P35527,Others,0,0,0,0
P35556,Others,0,0,0,0
P35579,Others,0,0,0,0
P35590,Enzymes,1,1,0,2
P35610,Enzymes,1,1,0,2
P35625,Others,0,0,0,0
P35858,Others,0,0,0,0
P35869,Others,0,0,0,0
P35908,Others,0,0,0,0
P35913,Enzymes,1,1,1,3
P35916,Enzymes,1,1,0,2
P35968,Enzymes,1,1,0,2
P36507,Enzymes,1,1,1,3
P36542,Others,0,0,0,0
P36543,Others,0,0,0,0
P36544,IC,1,1,1,3
P36578,Others,0,0,0,0
P36873,Enzymes,1,1,0,2
P36888,Enzymes,1,1,0,2
P36896,Enzymes,1,1,0,2
P36897,Enzymes,1,1,0,2
P36955,Others,0,0,0,0
P36956,Others,0,0,0,0
P37059,Enzymes,1,1,1,3
P37088,IC,1,1,1,3
P37108,Others,0,0,0,0
P37173,Enzymes,1,1,0,2
P37231,NR,1,1,1,3
P37288,GPCR,1,1,1,3
P37802,Others,0,0,0,0
P37840,Enzymes,0,1,0,1
P38435,Enzymes,1,1,1,3
P38606,Enzymes,1,1,0,2
P38936,Enzymes,0,1,0,1
P39019,Others,0,0,0,0
P39023,Others,0,0,0,0
P39086,IC,1,1,1,3
P39748,Enzymes,0,1,0,1
P39900,Enzymes,1,1,1,3
P40145,Enzymes,1,1,1,3
P40238,Others,0,0,0,0
P40261,Enzymes,1,1,1,3
P40306,Enzymes,1,1,0,2
P40394,Enzymes,1,1,0,2
P40429,Others,0,0,0,0
P40926,Enzymes,1,1,0,2
P40933,Others,0,0,0,0
P41143,GPCR,1,1,1,3
P41180,GPCR,1,1,1,3
P41222,Enzymes,1,1,1,3
P41231,GPCR,1,1,1,3
P41238,Enzymes,1,0,0,1
P41240,Enzymes,1,1,1,3
P41250,Enzymes,1,1,0,2
P41594,GPCR,1,1,1,3
P41595,GPCR,1,1,1,3
P41597,GPCR,1,1,1,3
P41743,Enzymes,1,1,1,3
P42081,Others,0,0,0,0
P42261,IC,1,1,1,3
P42262,IC,1,1,1,3
P42263,IC,1,1,1,3
P42330,Enzymes,1,1,1,3
P42336,Enzymes,1,1,1,3
P42338,Enzymes,1,1,1,3
P42345,Enzymes,1,1,1,3
P42574,Enzymes,1,1,1,3
P42679,Enzymes,1,1,1,3
P42680,Enzymes,1,1,1,3
P42681,Enzymes,1,1,1,3
P42684,Enzymes,1,1,1,3
P42685,Enzymes,1,1,1,3
P42765,Enzymes,1,0,0,1
P42766,Others,0,0,0,0
P42858,Enzymes,0,1,0,1
P42898,Enzymes,1,0,0,1
P43003,Others,0,0,0,0
P43004,Others,0,0,0,0
P43005,Others,0,0,0,0
P43088,GPCR,1,1,1,3
P43115,GPCR,1,1,1,3
P43116,GPCR,1,1,1,3
P43119,GPCR,1,1,1,3
P43155,Others,0,0,0,0
P43166,Enzymes,1,1,1,3
P43220,GPCR,1,1,1,3
P43235,Enzymes,1,1,1,3
P43403,Enzymes,1,1,1,3
P43405,Enzymes,1,1,1,3
P43487,Others,0,0,0,0
P43652,Others,0,0,0,0
P43681,IC,1,1,1,3
P45954,Enzymes,1,0,0,1
P45973,Others,0,0,0,0
P45983,Enzymes,1,1,1,3
P45984,Enzymes,1,1,1,3
P45985,Enzymes,1,1,1,3
P46098,IC,1,1,1,3
P46439,Enzymes,1,1,0,2
P46597,Enzymes,1,0,0,1
P46663,GPCR,1,1,1,3
P46734,Enzymes,1,1,1,3
P46736,Enzymes,0,1,0,1
P46781,Others,0,0,0,0
P46782,Others,0,0,0,0
P46939,Others,0,0,0,0
P46940,Others,0,0,0,0
P47712,Enzymes,1,1,1,3
P47869,IC,1,1,1,3
P47870,IC,1,1,1,3
P47895,Enzymes,1,1,0,2
P47898,GPCR,1,1,1,3
P47901,GPCR,1,1,1,3
P47989,Enzymes,1,1,1,3
P48039,GPCR,1,1,1,3
P48047,Others,0,0,0,0
P48048,IC,1,1,1,3
P48050,IC,1,1,1,3
P48051,IC,1,1,1,3
P48058,IC,1,1,1,3
P48167,IC,1,1,1,3
P48169,IC,1,1,1,3
P48443,NR,1,1,1,3
P48448,Enzymes,0,1,0,1
P48506,Enzymes,1,1,0,2
P48507,Others,0,0,0,0
P48544,IC,1,1,1,3
P48547,IC,1,1,1,3
P48549,IC,1,1,1,3
P48551,Others,0,0,0,0
P48637,Enzymes,1,0,0,1
P48664,Others,0,0,0,0
P48723,Others,0,0,0,0
P48728,Enzymes,1,0,0,1
P48729,Enzymes,1,1,1,3
P48735,Enzymes,1,1,1,3
P48736,Enzymes,1,1,1,3
P48764,Others,0,0,0,0
P49019,GPCR,1,1,1,3
P49069,Others,0,0,0,0
P49146,GPCR,1,1,1,3
P49281,Others,0,0,0,0
P49286,GPCR,1,1,1,3
P49327,Enzymes,1,1,1,3
P49354,Enzymes,1,1,1,3
P49356,Enzymes,1,1,1,3
P49368,Others,0,0,0,0
P49411,Others,0,0,0,0
P49419,Enzymes,1,0,0,1
P49448,Enzymes,1,0,0,1
P49585,Enzymes,1,1,0,2
P49619,Enzymes,1,1,0,2
P49642,Enzymes,1,1,0,2
P49662,Enzymes,1,1,1,3
P49674,Enzymes,1,1,1,3
P49721,Enzymes,1,1,1,3
P49747,Others,0,0,0,0
P49759,Enzymes,1,1,1,3
P49760,Enzymes,1,1,1,3
P49761,Enzymes,1,1,1,3
P49768,Enzymes,0,1,1,2
P49840,Enzymes,1,1,1,3
P49841,Enzymes,1,1,1,3
P49888,Enzymes,1,1,0,2
P49902,Enzymes,1,1,1,3
P49908,Others,0,0,0,0
P49913,Others,0,0,0,0
P49915,Enzymes,1,1,0,2
P49916,Enzymes,1,1,0,2
P50052,GPCR,1,1,1,3
P50135,Enzymes,1,1,0,2
P50213,Enzymes,1,1,0,2
P50406,GPCR,1,1,1,3
P50416,Enzymes,1,1,1,3
P50440,Enzymes,1,0,1,2
P50453,Others,0,0,0,0
P50579,Enzymes,1,1,1,3
P50613,Enzymes,1,1,1,3
P50750,Enzymes,1,1,1,3
P50914,Others,0,0,0,0
P50993,Enzymes,1,1,0,2
P51161,Others,0,0,0,0
P51164,Enzymes,1,1,0,2
P51168,IC,1,1,1,3
P51170,IC,1,1,1,3
P51172,IC,1,0,1,2
P51451,Enzymes,1,1,1,3
P51512,Enzymes,0,1,1,2
P51580,Enzymes,1,1,0,2
P51617,Enzymes,1,1,1,3
P51649,Enzymes,1,1,1,3
P51681,GPCR,1,1,1,3
P51692,Others,0,0,0,0
P51693,Others,0,0,0,0
P51787,IC,1,1,1,3
P51800,IC,1,0,1,2
P51812,Enzymes,1,1,1,3
P51813,Enzymes,1,1,1,3
P51828,Enzymes,1,1,1,3
P51843,NR,1,1,1,3
P51857,Enzymes,1,0,0,1
P51858,Others,0,0,0,0
P51884,Others,0,0,0,0
P51955,Enzymes,1,1,1,3
P51957,Enzymes,1,1,1,3
P52209,Enzymes,1,1,0,2
P52333,Enzymes,1,1,1,3
P52429,Enzymes,1,1,0,2
P52564,Enzymes,1,1,1,3
P52597,Others,0,0,0,0
P52732,Others,0,0,0,0
P52788,Enzymes,1,1,0,2
P52824,Enzymes,1,0,0,1
P52895,Enzymes,1,1,0,2
P53350,Enzymes,1,1,1,3
P53355,Enzymes,1,1,1,3
P53396,Enzymes,1,1,1,3
P53609,Enzymes,1,1,0,2
P53611,Enzymes,1,1,0,2
P53667,Enzymes,1,1,1,3
P53671,Enzymes,1,1,1,3
P53778,Enzymes,1,1,1,3
P53805,Others,0,0,0,0
P53985,Others,0,0,0,0
P54219,Others,0,0,0,0
P54284,IC,1,1,0,2
P54289,IC,1,1,0,2
P54577,Enzymes,1,1,0,2
P54578,Enzymes,1,1,1,3
P54619,Enzymes,0,1,1,2
P54646,Enzymes,1,1,1,3
P54652,Others,0,0,0,0
P54687,Enzymes,1,1,1,3
P54709,IC,0,1,0,1
P54710,IC,0,1,0,1
P54750,Enzymes,1,1,1,3
P54756,Enzymes,1,1,0,2
P54760,Enzymes,1,1,0,2
P54762,Enzymes,1,1,0,2
P54764,Enzymes,1,1,0,2
P54886,Enzymes,1,1,0,2
P55011,Others,0,0,0,0
P55017,Others,0,0,0,0
P55055,NR,1,1,1,3
P55072,Others,0,0,0,0
P55157,Enzymes,0,1,0,1
P55210,Enzymes,1,1,1,3
P55211,Enzymes,1,1,1,3
P55769,Others,0,0,0,0
P56181,Enzymes,0,1,0,1
P56282,Enzymes,1,1,0,2
P56373,IC,1,1,1,3
P56381,Others,0,0,0,0
P56385,Others,0,0,0,0
P56524,Enzymes,1,0,1,2
P56537,Others,0,0,0,0
P56696,IC,1,1,1,3
P57059,Enzymes,1,1,1,3
P57078,Enzymes,0,1,1,2
P59768,Others,0,0,0,0
P60174,Enzymes,1,1,0,2
P60568,Others,0,0,0,0
P60709,Others,0,0,0,0
P60842,Enzymes,0,1,0,1
P60903,IC,0,1,0,1
P61024,Others,0,0,0,0
P61073,GPCR,1,1,1,3
P61313,Others,0,0,0,0
P61421,Others,0,0,0,0
P61604,Others,0,0,0,0
P61769,Others,0,0,0,0
P61925,Others,0,0,0,0
P61927,Others,0,0,0,0
P61978,Others,0,0,0,0
P62166,Others,0,0,0,0
P62241,Others,0,0,0,0
P62258,Others,0,0,0,0
P62269,Others,0,0,0,0
P62277,Others,0,0,0,0
P62312,Others,0,0,0,0
P62316,Others,0,0,0,0
P62508,NR,1,1,1,3
P62714,Enzymes,1,1,0,2
P62736,Others,0,0,0,0
P62750,Others,0,0,0,0
P62753,Others,0,0,0,0
P62807,Others,0,0,0,0
P62829,Others,0,0,0,0
P62857,Others,0,0,0,0
P62913,Others,0,0,0,0
P62917,Others,0,0,0,0
P62937,Enzymes,1,1,1,3
P62942,Enzymes,1,1,1,3
P62955,IC,1,1,0,2
P63000,Enzymes,0,1,0,1
P63098,Enzymes,0,1,0,1
P63104,Others,0,0,0,0
P63244,Others,0,0,0,0
P63252,IC,1,1,1,3
P63261,Others,0,0,0,0
P63316,Others,0,0,0,0
P67775,Enzymes,1,1,1,3
P67870,Enzymes,0,1,1,2
P67936,Others,0,0,0,0
P68104,Others,0,0,0,0
P68363,Others,0,0,0,0
P68366,Others,0,0,0,0
P68371,Others,0,0,0,0
P68400,Enzymes,1,1,1,3
P68871,Others,0,0,0,0
P69905,Others,0,0,0,0
P78330,Enzymes,1,0,0,1
P78334,IC,1,1,1,3
P78348,IC,1,1,1,3
P78352,Others,0,0,0,0
P78356,Enzymes,1,1,1,3
P78362,Enzymes,1,1,1,3
P78508,IC,1,1,1,3
P78527,Enzymes,1,1,1,3
P78559,Others,0,0,0,0
P80365,Enzymes,0,1,1,2
P80404,Enzymes,1,1,1,3
P80511,Others,0,0,0,0
P84077,Others,0,0,0,0
P84098,Others,0,0,0,0
P98066,Others,0,0,0,0
P98170,Enzymes,1,1,0,2
P98194,Enzymes,1,0,0,1
P99999,Enzymes,0,1,0,1
Q00266,Enzymes,1,1,0,2
Q00532,Enzymes,1,1,1,3
Q00534,Enzymes,1,1,1,3
Q00535,Enzymes,1,1,1,3
Q00536,Enzymes,1,1,1,3
Q00537,Enzymes,1,1,1,3
Q00653,Others,0,0,0,0
Q00975,IC,1,1,1,3
Q00987,Enzymes,1,1,1,3
Q01064,Enzymes,1,1,1,3
Q01082,Others,0,0,0,0
Q01118,IC,1,1,0,2
Q01344,Others,0,0,0,0
Q01668,IC,1,1,1,3
Q01718,GPCR,1,1,1,3
Q01814,Enzymes,1,0,0,1
Q01959,Others,0,0,0,0
Q02108,Enzymes,1,1,0,2
Q02127,Enzymes,1,1,1,3
Q02153,Enzymes,1,1,0,2
Q02156,Enzymes,1,1,1,3
Q02218,Enzymes,1,1,0,2
Q02221,Others,0,0,0,0
Q02383,Others,0,0,0,0
Q02641,IC,1,1,0,2
Q02750,Enzymes,1,1,1,3
Q02763,Enzymes,1,1,0,2
Q02779,Enzymes,1,1,1,3
Q02809,Enzymes,1,1,0,2
Q02817,Others,0,0,0,0
Q02818,Others,0,0,0,0
Q02880,Enzymes,1,1,0,2
Q03013,Enzymes,1,1,0,2
Q03181,NR,1,1,1,3
Q03393,Enzymes,1,1,0,2
Q03426,Enzymes,1,0,1,2
Q04206,Others,0,0,0,0
Q04609,Enzymes,1,1,1,3
Q04759,Enzymes,1,1,1,3
Q04760,Enzymes,1,1,0,2
Q04771,Enzymes,1,1,0,2
Q04828,Enzymes,1,1,0,2
Q04912,Enzymes,1,1,0,2
Q04917,Enzymes,0,1,0,1
Q05209,Enzymes,1,1,0,2
Q05329,Enzymes,1,1,1,3
Q05397,Enzymes,1,1,1,3
Q05513,Enzymes,1,1,1,3
Q05586,IC,1,1,1,3
Q05639,Others,0,0,0,0
Q05655,Enzymes,1,1,1,3
Q05901,IC,1,1,1,3
Q05932,Enzymes,1,1,0,2
Q05940,Others,0,0,0,0
Q06187,Enzymes,1,1,1,3
Q06203,Enzymes,1,1,1,3
Q06278,Enzymes,1,1,1,3
Q06323,Others,0,0,0,0
Q06418,Enzymes,1,1,0,2
Q06432,IC,1,1,0,2
Q06481,Others,0,0,0,0
Q06830,Enzymes,1,1,0,2
Q07020,Others,0,0,0,0
Q07021,Others,0,0,0,0
Q07075,Enzymes,1,1,1,3
Q07343,Enzymes,1,1,1,3
Q07699,IC,1,1,0,2
Q07817,IC,0,1,0,1
Q07864,Enzymes,1,1,0,2
Q07869,NR,1,1,1,3
Q07912,Enzymes,1,1,1,3
Q07955,Others,0,0,0,0
Q08170,Others,0,0,0,0
Q08289,IC,1,1,0,2
Q08345,Enzymes,1,1,0,2
Q08462,Enzymes,1,1,1,3
Q08493,Enzymes,1,1,1,3
Q08499,Enzymes,1,1,1,3
Q08828,Enzymes,1,1,1,3
Q08881,Enzymes,1,1,1,3
Q09428,IC,0,1,0,1
Q09470,IC,1,1,1,3
Q0VD83,Others,0,0,0,0
Q12791,IC,1,1,1,3
Q12809,IC,1,1,1,3
Q12851,Enzymes,1,1,1,3
Q12852,Enzymes,1,1,1,3
Q12866,Enzymes,1,1,0,2
Q12874,Others,0,0,0,0
Q12879,IC,1,1,1,3
Q12882,Enzymes,1,1,1,3
Q13002,IC,1,1,1,3
Q13003,IC,1,1,1,3
Q13126,Enzymes,1,1,0,2
Q13131,Enzymes,1,1,1,3
Q13133,NR,1,1,1,3
Q13153,Enzymes,1,1,1,3
Q13164,Enzymes,1,1,1,3
Q13177,Enzymes,1,1,1,3
Q13188,Enzymes,0,1,1,2
Q13219,Enzymes,1,0,0,1
Q13224,IC,1,1,1,3
Q13233,Enzymes,1,1,1,3
Q13237,Enzymes,1,1,1,3
Q13255,GPCR,1,1,1,3
Q13258,GPCR,1,1,1,3
Q13315,Enzymes,1,1,1,3
Q13332,Enzymes,1,1,0,2
Q13363,Enzymes,1,0,0,1
Q13370,Enzymes,1,1,1,3
Q13393,Enzymes,1,1,1,3
Q13423,Enzymes,1,0,0,1
Q13464,Enzymes,1,1,1,3
Q13488,Others,0,0,0,0
Q13509,Others,0,0,0,0
Q13523,Enzymes,1,1,1,3
Q13546,Enzymes,1,1,1,3
Q13547,Enzymes,1,0,1,2
Q13554,Enzymes,1,1,1,3
Q13555,Enzymes,1,1,1,3
Q13557,Enzymes,1,1,1,3
Q13574,Enzymes,1,1,1,3
Q13621,Others,0,0,0,0
Q13627,Enzymes,1,1,1,3
Q13639,GPCR,1,1,1,3
Q13698,IC,1,1,1,3
Q13733,Enzymes,1,1,0,2
Q13838,Enzymes,1,0,0,1
Q13873,Enzymes,1,1,0,2
Q13882,Enzymes,1,1,1,3
Q13885,Others,0,0,0,0
Q13936,IC,1,1,1,3
Q13946,Enzymes,1,1,1,3
Q13956,Enzymes,0,1,1,2
Q14003,IC,1,1,1,3
Q14012,Enzymes,1,1,1,3
Q14032,Enzymes,1,0,0,1
Q14103,Others,0,0,0,0
Q14123,Enzymes,1,1,1,3
Q14145,Others,0,0,0,0
Q14164,Enzymes,1,1,1,3
Q14181,Enzymes,0,1,0,1
Q14289,Enzymes,1,1,1,3
Q14330,GPCR,1,1,1,3
Q14353,Enzymes,1,1,0,2
Q14432,Enzymes,1,1,1,3
Q14457,Others,0,0,0,0
Q14500,IC,1,0,1,2
Q14524,IC,1,1,1,3
Q14534,Enzymes,1,1,1,3
Q14542,Others,0,0,0,0
Q14571,IC,1,1,1,3
Q14573,IC,1,1,1,3
Q14624,Others,0,0,0,0
Q14643,IC,1,1,1,3
Q14654,IC,1,1,1,3
Q14680,Enzymes,1,1,1,3
Q14697,Enzymes,1,1,0,2
Q14721,IC,1,1,1,3
Q14749,Enzymes,1,1,0,2
Q14790,Enzymes,1,1,1,3
Q14831,GPCR,1,1,1,3
Q14833,GPCR,1,1,1,3
Q14957,IC,1,1,1,3
Q14978,Others,0,0,0,0
Q14994,NR,1,1,1,3
Q15080,Others,0,0,0,0
Q15120,Enzymes,1,1,1,3
Q15125,Enzymes,1,1,0,2
Q15139,Enzymes,1,1,1,3
Q15155,Others,0,0,0,0
Q15185,Enzymes,1,1,1,3
Q15208,Enzymes,1,1,1,3
Q15238,Others,0,0,0,0
Q15274,Enzymes,1,0,0,1
Q15303,Enzymes,1,1,0,2
Q15375,Enzymes,1,1,0,2
Q15393,Others,0,0,0,0
Q15418,Enzymes,1,1,1,3
Q15428,Others,0,0,0,0
Q15493,Enzymes,1,0,0,1
Q15569,Enzymes,1,1,1,3
Q15596,NR,0,1,0,1
Q15637,Others,0,0,0,0
Q15648,Others,0,0,0,0
Q15722,GPCR,1,1,1,3
Q15746,Enzymes,1,1,1,3
Q15759,Enzymes,1,1,1,3
Q15788,Enzymes,1,0,1,2
Q15822,IC,1,1,1,3
Q15825,IC,1,1,1,3
Q15842,IC,1,1,1,3
Q15858,IC,1,1,1,3
Q15878,IC,1,1,1,3
Q15904,Enzymes,0,1,0,1
Q15910,Enzymes,1,0,1,2
Q15942,Others,0,0,0,0
Q16099,IC,1,1,1,3
Q16134,Enzymes,1,0,0,1
Q16288,Enzymes,1,1,0,2
Q16322,IC,1,1,1,3
Q16445,IC,1,1,1,3
Q16478,IC,1,1,1,3
Q16512,Enzymes,1,1,1,3
Q16513,Enzymes,1,1,1,3
Q16515,IC,1,0,1,2
Q16539,Enzymes,1,1,1,3
Q16555,Others,0,0,0,0
Q16558,IC,1,1,0,2
Q16568,Others,0,0,0,0
Q16584,Enzymes,1,1,1,3
Q16595,Enzymes,1,1,0,2
Q16602,GPCR,1,1,1,3
Q16620,Enzymes,1,1,0,2
Q16647,Enzymes,1,1,1,3
Q16654,Enzymes,1,1,1,3
Q16659,Enzymes,1,1,1,3
Q16665,Others,0,0,0,0
Q16678,Enzymes,1,1,1,3
Q16719,Enzymes,1,1,0,2
Q16720,Enzymes,1,0,0,1
Q16739,Enzymes,1,1,1,3
Q16760,Enzymes,1,1,0,2
Q16790,Enzymes,1,1,1,3
Q16832,Enzymes,1,1,0,2
Q16850,Enzymes,1,1,1,3
Q16853,Enzymes,1,1,1,3
Q16864,Others,0,0,0,0
Q16873,Enzymes,1,1,1,3
Q16881,Enzymes,1,1,0,2
Q2M2I8,Enzymes,1,1,1,3
Q32MK0,Enzymes,1,1,1,3
Q32P28,Enzymes,1,0,0,1
Q59H18,Enzymes,1,1,1,3
Q5JPH6,Enzymes,1,0,0,1
Q5KSL6,Enzymes,1,1,0,2
Q5NUL3,GPCR,1,1,1,3
Q5S007,Enzymes,1,1,1,3
Q6FHJ7,Others,0,0,0,0
Q6IA69,Enzymes,1,0,0,1
Q6NUM9,Enzymes,1,0,0,1
Q6NVY1,Enzymes,1,1,0,2
Q6PHR2,Enzymes,1,1,1,3
Q6QNK2,GPCR,1,1,1,3
Q6TGC4,Enzymes,1,1,0,2
Q6V0L0,Enzymes,0,0,1,1
Q6W5P4,GPCR,1,1,1,3
Q70Z44,IC,1,1,1,3
Q71U36,Others,0,0,0,0
Q75N90,Others,0,0,0,0
Q7KZI7,Enzymes,1,1,1,3
Q7L7X3,Enzymes,1,1,1,3
Q7LG56,Enzymes,1,1,1,3
Q7RTX0,GPCR,1,1,1,3
Q7Z2W7,IC,1,1,1,3
Q7Z2Z2,Others,0,0,0,0
Q7Z3S7,IC,1,1,0,2
Q7Z460,Others,0,0,0,0
Q86T13,Others,0,0,0,0
Q86UE8,Enzymes,1,1,1,3
Q86W47,IC,1,1,0,2
Q86XF0,Enzymes,1,0,0,1
Q86XP1,Enzymes,1,1,0,2
Q86YN6,Others,0,0,0,0
Q8IU85,Enzymes,1,1,1,3
Q8IVH4,Others,0,0,0,0
Q8IVH8,Enzymes,1,1,1,3
Q8IVL5,Enzymes,1,0,0,1
Q8IVL6,Enzymes,1,0,0,1
Q8IW41,Enzymes,1,1,1,3
Q8IWT1,IC,1,0,0,1
Q8IYT8,Enzymes,1,1,1,3
Q8N0U8,Enzymes,1,0,0,1
Q8N142,Enzymes,1,0,0,1
Q8N159,Enzymes,1,0,0,1
Q8N1C3,IC,1,1,1,3
Q8N1G2,Enzymes,1,0,0,1
Q8N4C8,Enzymes,1,1,1,3
Q8N543,Enzymes,0,1,0,1
Q8N5S9,Enzymes,1,1,1,3
Q8N5Z0,Enzymes,1,1,0,2
Q8N8R3,Others,0,0,0,0
Q8N8Y2,Others,0,0,0,0
Q8N907,Others,0,0,0,0
Q8NBN7,Enzymes,1,0,0,1
Q8NER1,IC,1,1,1,3
Q8NET8,IC,1,1,1,3
Q8NEV4,Enzymes,1,1,1,3
Q8NEY4,Others,0,0,0,0
Q8NFA2,Others,0,0,0,0
Q8NFM4,Enzymes,1,1,1,3
Q8NHE4,Others,0,0,0,0
Q8NI60,Enzymes,0,1,1,2
Q8TBX8,Enzymes,1,1,1,3
Q8TC12,Enzymes,1,0,0,1
Q8TCC7,Others,0,0,0,0
Q8TCG2,Enzymes,1,1,1,3
Q8TCT1,Enzymes,1,1,0,2
Q8TCT9,Enzymes,0,1,0,1
Q8TCU5,IC,1,1,1,3
Q8TD08,Enzymes,1,1,1,3
Q8TD19,Enzymes,1,1,1,3
Q8TD30,Enzymes,1,0,0,1
Q8TD43,IC,1,1,1,3
Q8TDS4,GPCR,1,1,1,3
Q8TDU6,GPCR,1,1,1,3
Q8TE23,GPCR,1,1,1,3
Q8WUI4,Enzymes,1,0,1,2
Q8WXA8,IC,1,1,1,3
Q8WXI7,Others,0,0,0,0
Q8WXS5,IC,1,1,0,2
Q8WYK2,Others,0,0,0,0
Q92482,IC,0,0,1,1
Q92570,NR,1,1,1,3
Q92598,Others,0,0,0,0
Q92696,Enzymes,1,1,0,2
Q92731,NR,1,1,1,3
Q92736,IC,1,1,1,3
Q92753,NR,0,1,1,2
Q92769,Enzymes,1,0,1,2
Q92781,Enzymes,1,0,0,1
Q92793,Enzymes,1,0,0,1
Q92800,Enzymes,1,0,1,2
Q92806,IC,1,1,1,3
Q92843,Others,0,0,0,0
Q92847,GPCR,1,1,1,3
Q92887,Others,0,0,0,0
Q92918,Enzymes,1,1,1,3
Q92934,IC,0,1,0,1
Q92945,Others,0,0,0,0
Q92952,IC,1,1,1,3
Q92953,IC,1,1,1,3
Q93050,Others,0,0,0,0
Q93088,Enzymes,1,1,0,2
Q969G3,Others,0,0,0,0
Q969G6,Enzymes,1,0,0,1
Q969P6,Enzymes,1,1,1,3
Q969S2,Enzymes,1,0,0,1
Q969S8,Enzymes,1,0,1,2
Q96A05,Others,0,0,0,0
Q96A70,Enzymes,1,0,1,2
Q96AE4,Others,0,0,0,0
Q96BR1,Enzymes,1,1,1,3
Q96D53,Enzymes,0,1,1,2
Q96DB2,Enzymes,1,0,1,2
Q96DP5,Enzymes,1,0,0,1
Q96EB6,Enzymes,1,0,1,2
Q96ER9,Others,0,0,0,0
Q96FI4,Enzymes,1,1,0,2
Q96GD4,Enzymes,1,1,1,3
Q96I99,Enzymes,1,0,0,1
Q96KS0,Enzymes,1,1,1,3
Q96L12,Others,0,0,0,0
Q96L21,Others,0,0,0,0
Q96L34,Enzymes,1,1,1,3
Q96LB4,Others,0,0,0,0
Q96LZ3,Others,0,0,0,0
Q96NR8,Enzymes,1,0,0,1
Q96PN6,Enzymes,1,1,1,3
Q96PR1,IC,1,1,1,3
Q96PY6,Enzymes,1,1,1,3
Q96Q83,Enzymes,1,1,0,2
Q96QT4,IC,1,1,1,3
Q96RD7,IC,0,1,1,2
Q96RI1,NR,1,1,1,3
Q96RP8,IC,1,1,1,3
Q96RQ9,Enzymes,1,1,0,2
Q96RR4,Enzymes,1,1,1,3
Q96S37,Others,0,0,0,0
Q96SW2,Enzymes,0,1,1,2
Q99250,IC,1,1,1,3
Q99259,Enzymes,1,1,1,3
Q99418,Others,0,0,0,0
Q99437,Others,0,0,0,0
Q99497,Enzymes,1,1,0,2
Q99500,GPCR,1,1,1,3
Q99519,Enzymes,1,1,1,3
Q99527,GPCR,1,1,1,3
Q99571,IC,1,1,1,3
Q99584,Others,0,0,0,0
Q99623,Others,0,0,0,0
Q99640,Enzymes,1,1,1,3
Q99653,Others,0,0,0,0
Q99705,GPCR,1,1,1,3
Q99707,Enzymes,1,1,1,3
Q99712,IC,1,0,1,2
Q99720,Others,0,0,0,0
Q99759,Enzymes,1,1,1,3
Q99808,Others,0,0,0,0
Q99814,Others,0,0,0,0
Q99828,Others,0,0,0,0
Q99835,GPCR,1,1,1,3
Q99928,IC,1,1,1,3
Q9BQB6,Enzymes,1,1,1,3
Q9BQE3,Others,0,0,0,0
Q9BQI3,Enzymes,1,1,1,3
Q9BRS2,Enzymes,1,1,1,3
Q9BTZ2,Others,0,0,0,0
Q9BUB5,Enzymes,1,1,1,3
Q9BUF5,Others,0,0,0,0
Q9BVS4,Enzymes,1,1,1,3
Q9BXA5,GPCR,1,1,1,3
Q9BXA7,Enzymes,1,1,1,3
Q9BXJ7,Others,0,0,0,0
Q9BXT2,IC,1,1,0,2
Q9BY32,Enzymes,1,1,0,2
Q9BY41,Enzymes,1,0,1,2
Q9BY49,Enzymes,1,0,0,1
Q9BY66,Enzymes,1,1,1,3
Q9BYF1,Enzymes,1,1,1,3
Q9BYV1,Enzymes,1,0,0,1
Q9C0B1,Enzymes,1,1,0,2
Q9GZP0,Others,0,0,0,0
Q9GZT9,Enzymes,1,1,1,3
Q9GZU7,Enzymes,1,1,0,2
Q9GZZ6,IC,1,1,1,3
Q9H0K1,Enzymes,1,1,1,3
Q9H169,Others,0,0,0,0
Q9H1R3,Enzymes,1,1,1,3
Q9H228,GPCR,1,1,1,3
Q9H244,GPCR,1,1,1,3
Q9H252,IC,1,1,1,3
Q9H2G2,Enzymes,1,1,1,3
Q9H2K8,Enzymes,1,1,1,3
Q9H2M3,Enzymes,1,1,0,2
Q9H2S1,IC,1,1,1,3
Q9H2X6,Enzymes,1,1,1,3
Q9H3S4,Enzymes,1,1,0,2
Q9H3Y6,Enzymes,1,1,1,3
Q9H422,Enzymes,1,1,1,3
Q9H4B4,Enzymes,1,1,1,3
Q9H4B7,Others,0,0,0,0
Q9H6Z9,Enzymes,1,1,1,3
Q9HAZ1,Enzymes,1,1,1,3
Q9HB21,Others,0,0,0,0
Q9HBA0,IC,1,1,1,3
Q9HBG4,Others,0,0,0,0
Q9HBH9,Enzymes,1,1,1,3
Q9HC29,Others,0,0,0,0
Q9HCR9,Enzymes,1,1,1,3
Q9NNW7,Enzymes,1,1,0,2
Q9NP56,Enzymes,1,1,1,3
Q9NPA1,IC,1,0,0,1
Q9NPA2,Enzymes,0,1,1,2
Q9NPC2,IC,1,1,1,3
Q9NPH2,Enzymes,1,0,0,1
Q9NQU5,Enzymes,1,1,1,3
Q9NQX3,Enzymes,1,0,0,1
