,AUC,AUPR,ACC,MCC,F1
0,0.9086,0.7562,0.8785,0.6053,0.6803
1,0.9066,0.7608,0.8797,0.6065,0.6804
2,0.9133,0.7718,0.8836,0.6198,0.6913
3,0.9075,0.7546,0.8746,0.5971,0.6748
4,0.9071,0.7602,0.8796,0.6047,0.6784
