,AUC,AUPR,ACC,MCC,F1
0,0.5844,0.6791,0.5476,0.1373,0.5315
1,0.5962,0.6929,0.5554,0.142,0.5531
2,0.5797,0.6721,0.5326,0.1125,0.5077
3,0.55,0.6602,0.5243,0.0836,0.5145
4,0.5895,0.6999,0.5463,0.1342,0.5306
