,AUC,AUPR,ACC,MCC,F1
0,0.9238,0.834,0.8759,0.6657,0.7478
1,0.9224,0.8292,0.8759,0.6656,0.7477
2,0.9267,0.8413,0.88,0.6748,0.7535
3,0.9226,0.837,0.8795,0.6696,0.7466
4,0.93,0.8457,0.8805,0.6789,0.7581
