,AUC,AUPR,ACC,MCC,F1
0,0.7386,0.146,0.8602,0.1537,0.2085
1,0.7629,0.1597,0.8557,0.175,0.2256
2,0.7682,0.1834,0.8467,0.2341,0.2696
3,0.6967,0.1037,0.7686,0.1126,0.1689
4,0.7471,0.1601,0.8428,0.1693,0.2191
