,AUC,AUPR,ACC,MCC,F1
0,0.812,0.2578,0.8997,0.2618,0.3067
1,0.8176,0.2806,0.9065,0.3097,0.3502
2,0.815,0.2457,0.8973,0.2668,0.3105
3,0.8201,0.2591,0.8929,0.2507,0.2959
4,0.8048,0.2318,0.8853,0.2495,0.2929
