,AUC,AUPR,ACC,MCC,F1
0,0.9032,0.8945,0.8357,0.6719,0.8324
1,0.9007,0.8996,0.8311,0.6624,0.8293
2,0.9027,0.9022,0.8311,0.6625,0.8332
3,0.9023,0.8992,0.8324,0.6649,0.8335
4,0.9082,0.9026,0.8395,0.6794,0.837
