,AUC,AUPR,ACC,MCC,F1
0,0.9634,0.9133,0.9229,0.7928,0.8437
1,0.9618,0.9157,0.9211,0.7841,0.8322
2,0.9632,0.9137,0.9262,0.7997,0.8473
3,0.9628,0.9175,0.9248,0.7953,0.8428
4,0.9662,0.9253,0.9271,0.8021,0.8491
