,AUC,AUPR,ACC,MCC,F1
0,0.7306,0.7646,0.611,0.314,0.5097
1,0.686,0.7374,0.5632,0.2592,0.3893
2,0.6941,0.7377,0.5726,0.2491,0.4353
3,0.6741,0.7184,0.56,0.2436,0.3876
4,0.726,0.7649,0.6188,0.3193,0.5346
