,AUC,AUPR,ACC,MCC,F1
0,0.5519,0.6389,0.5113,0.0891,0.4546
1,0.5836,0.6725,0.5522,0.1283,0.5586
2,0.5856,0.6702,0.5447,0.132,0.5276
3,0.5506,0.6448,0.5156,0.0923,0.4678
4,0.6234,0.6984,0.5824,0.1833,0.5953
