,AUC,AUPR,ACC,MCC,F1
0,0.8931,0.7096,0.8706,0.5651,0.6421
1,0.893,0.7285,0.8773,0.5827,0.6536
2,0.9003,0.736,0.8748,0.5887,0.6654
3,0.9025,0.7392,0.8754,0.5882,0.664
4,0.9021,0.7466,0.8809,0.6017,0.673
