,AUC,AUPR,ACC,MCC,F1
0,0.8817,0.7654,0.8328,0.5807,0.695
1,0.889,0.7952,0.8454,0.6046,0.7038
2,0.8878,0.7772,0.8349,0.577,0.6831
3,0.8895,0.7837,0.8384,0.5821,0.6797
4,0.8546,0.7415,0.8178,0.5361,0.6569
