Uniprot_id
A5X5Y0
A8MPY1
O00142
O00180
O00204
O00206
O00222
O00238
O00264
O00303
O00305
O00329
O00408
O00444
O00469
O00555
O00591
O00750
O00763
O00764
O14556
O14578
O14618
O14649
O14730
O14732
O14746
O14757
O14764
O14788
O14791
O14832
O14841
O14842
O14920
O14936
O14939
O14958
O14964
O14965
O14976
O14980
O14983
O15067
O15075
O15111
O15146
O15197
O15264
O15304
O15342
O15350
O15379
O15382
O15392
O15393
O15399
O15528
O15530
O15540
O15554
O43169
O43193
O43252
O43283
O43293
O43306
O43353
O43451
O43497
O43525
O43526
O43570
O43613
O43614
O43708
O43741
O43766
O43772
O60218
O60266
O60285
O60359
O60391
O60427
O60488
O60494
O60502
O60503
O60568
O60603
O60656
O60658
O60674
O60701
O60706
O60733
O60760
O60840
O60858
O60894
O60895
O60896
O60939
O75116
O75185
O75311
O75340
O75348
O75385
O75390
O75460
O75469
O75600
O75636
O75747
O75762
O75838
O75874
O75880
O75891
O75897
O75899
O75908
O75911
O75912
O75914
O75936
O75964
O76074
O76083
O94788
O94804
O94925
O95069
O95180
O95237
O95259
O95263
O95264
O95298
O95342
O95363
O95477
O95622
O95644
O95665
O95670
O95718
O95747
O95749
O95819
O95835
O95864
O95865
O95954
O95977
O96007
O96013
O96017
P00325
P00326
P00338
P00352
P00367
P00374
P00387
P00390
P00395
P00403
P00414
P00439
P00441
P00450
P00480
P00491
P00492
P00505
P00519
P00533
P00558
P00734
P00736
P00738
P00740
P00742
P00747
P00748
P00749
P00750
P00751
P00797
P00813
P00846
P00915
P00918
P00966
P01011
P01019
P01023
P01024
P01031
P01042
P01100
P01106
P01116
P01133
P01137
P01138
P01189
P01303
P01308
P01350
P01375
P01579
P01584
P01591
P01889
P02452
P02533
P02538
P02585
P02647
P02649
P02652
P02655
P02656
P02671
P02675
P02679
P02708
P02743
P02746
P02747
P02748
P02749
P02750
P02751
P02753
P02763
P02765
P02766
P02768
P02775
P02786
P02787
P02788
P02790
P02792
P02794
P02795
P02818
P03372
P03886
P03951
P03952
P04003
P04004
P04035
P04040
P04049
P04054
P04070
P04075
P04083
P04114
P04150
P04155
P04156
P04179
P04196
P04217
P04264
P04271
P04279
P04350
P04406
P04626
P04629
P04637
P04746
P04792
P04798
P04818
P04839
P05023
P05026
P05067
P05090
P05091
P05093
P05106
P05108
P05109
P05113
P05121
P05129
P05141
P05155
P05164
P05177
P05181
P05186
P05187
P05230
P05231
P05362
P05412
P05452
P05771
P06213
P06239
P06241
P06276
P06280
P06307
P06396
P06401
P06493
P06576
P06702
P06703
P06727
P06732
P06733
P06744
P06746
P06748
P06753
P06756
P06858
P06870
P07098
P07101
P07202
P07204
P07225
P07237
P07288
P07327
P07332
P07333
P07355
P07357
P07359
P07360
P07437
P07451
P07477
P07478
P07550
P07686
P07711
P07737
P07741
P07814
P07900
P07947
P07948
P07949
P07998
P08069
P08100
P08172
P08173
P08174
P08183
P08235
P08238
P08243
P08253
P08263
P08294
P08473
P08493
P08514
P08519
P08581
P08588
P08603
P08620
P08631
P08648
P08670
P08684
P08686
P08697
P08700
P08708
P08729
P08758
P08779
P08865
P08908
P08912
P08913
P09038
P09172
P09210
P09211
P09382
P09429
P09455
P09466
P09486
P09488
P09493
P09601
P09619
P09669
P09769
P09874
P09884
P09917
P09936
P09958
P09960
P0C0L5
P0CG30
P0DJD9
P0DMS8
P0DP23
P10109
P10145
P10176
P10253
P10275
P10276
P10412
P10415
P10515
